substance,name,form,aktiv_substans,size_unit,kategori,size,article_id,atc
Antiinflammatoriskt lokalanestetikum för oral behandling,"Zyx citron, Sugtablett 3 mg",Kartong,Benzydamin,st,Barn & baby,20,123297,A01AD02
Antiinflammatoriskt lokalanestetikum för oral behandling,"Zyx apelsin & honung, Sugtablett 3 mg",Kartong,Benzydamin,st,Barn & baby,20,418747,A01AD02
Adsorberande medel,"Kolsuspension, Oral suspension 150 mg/ml",Flaska,"Kol, aktivt",ml,Barn & baby,100,132852,A07BA01
"Analgetikum, antipyretikum","Panodil, Suppositorium 125 mg",Strip,Paracetamol,st,Barn & baby,10,046565,N02BE01
Avsvällande medel och antiallergika,"Lomudal, Ögondroppar, lösning 20 mg/ml",Flaska,Kromoglicinsyra,ml,Allergi,5,123652,S01GX01
Avsvällande medel och antiallergika,"Lomudal, Ögondroppar, lösning 20 mg/ml",Flaska,Kromoglicinsyra,ml,Allergi,13.5,018445,S01GX01
Medel mot meteorism (trumsjuka),"Minifom, Orala droppar, emulsion 100 mg/ml",Flaska,Dimetikon (Simetikon),ml,Barn & baby,30,404111,A03AX13
Medel mot meteorism (trumsjuka),"Minifom, Orala droppar, emulsion 100 mg/ml",Flaska,Dimetikon (Simetikon),ml,Barn & baby,100,553537,A03AX13
Tarmreglerande medel,"Duphalac, Oral lösning 670 mg/ml",Flaska,laktulos,ml,Mage & tarm,500,174763,A06AD11
Tarmreglerande medel,"Duphalac, Oral lösning 670 mg/ml",Flaska,laktulos,ml,Mage & tarm,1000,109181,A06AD11
Propulsionsdämpande medel,"Dimor Comp, Tablett 2 mg/125 mg",Blister,"Dimetikon (Simetikon),Loperamid",st,Mage & tarm,12,415415,A07DA53
Medel vid ökad gasansamling i mag-tarmkanalen,"Minifom, Kapsel, mjuk 200 mg",Burk,Dimetikon (Simetikon),st,Mage & tarm,50,553750,A03AX13
Medel vid ökad gasansamling i mag-tarmkanalen,"Minifom, Kapsel, mjuk 200 mg",Burk,Dimetikon (Simetikon),st,Mage & tarm,100,553990,A03AX13
Medel vid ökad gasansamling i mag-tarmkanalen,"Minifom, Kapsel, mjuk 200 mg",Burk,Dimetikon (Simetikon),st,Mage & tarm,250,554006,A03AX13
Antiemetikum,"Calma, Medicinskt tuggummi 20 mg",Blister,Dimenhydrinat,st,Mage & tarm,2,104637,R06AA02
Antiemetikum,"Calma, Medicinskt tuggummi 20 mg",Blister,Dimenhydrinat,st,Mage & tarm,10,054060,R06AA02
Antiemetikum,"Calma, Medicinskt tuggummi 20 mg",Blister,Dimenhydrinat,st,Mage & tarm,20,054069,R06AA02
Tarmreglerande medel,"Lactulose Arrow, Oral lösning 660 mg/ml",Flaska,laktulos,ml,Mage & tarm,200,088241,A06AD11
Tarmreglerande medel,"Lactulose Arrow, Oral lösning 660 mg/ml",Flaska,laktulos,ml,Mage & tarm,500,088253,A06AD11
Tarmreglerande medel,"Lactulose Arrow, Oral lösning 660 mg/ml",Flaska,laktulos,ml,Mage & tarm,1000,088264,A06AD11
H2-receptorantagonist,"Stomacid, Brustablett 150 mg",Burk,Ranitidin,st,Mage & tarm,10,073097,A02BA02
H2-receptorantagonist,"Stomacid, Brustablett 150 mg",Burk,Ranitidin,st,Mage & tarm,20,430214,A02BA02
H2-receptorantagonist,"Stomacid, Brustablett 150 mg",Burk,Ranitidin,st,Mage & tarm,30,043906,A02BA02
Klysma för engångsbruk,"Klyx, Rektallösning 1mg/ml+250mg/ml",Flaska,"Sorbitol,dokusat",ml,Mage & tarm,120,020003,A06AG10
Klysma för engångsbruk,"Klyx, Rektallösning 1mg/ml+250mg/ml",Flaska,"Sorbitol,dokusat",ml,Mage & tarm,1200,020014,A06AG10
Klysma för engångsbruk,"Klyx, Rektallösning 1mg/ml+250mg/ml",Flaska,"Sorbitol,dokusat",ml,Mage & tarm,240,020052,A06AG10
Klysma för engångsbruk,"Klyx, Rektallösning 1mg/ml+250mg/ml",Flaska,"Sorbitol,dokusat",ml,Mage & tarm,2400,020036,A06AG10
"Laxantia, klysma","Microlax, Rektallösning",Tub,"Natriumcitrat,Natriumlaurylsulfoacetat",ml,Djurvård,20,066659,A06AG11
"Laxantia, klysma","Microlax, Rektallösning",Tub,"Natriumcitrat,Natriumlaurylsulfoacetat",ml,Djurvård,60,577836,A06AG11
"Laxantia, klysma","Microlax, Rektallösning",Tub,"Natriumcitrat,Natriumlaurylsulfoacetat",ml,Djurvård,250,446272,A06AG11
"Laxantia, klysma","Microlax, Rektallösning",Tub,"Natriumcitrat,Natriumlaurylsulfoacetat",ml,Djurvård,1000,410704,A06AG11
Bulkmedel sötat med sorbitol,"Vi-Siblin S, Granulat i dospåse 880 mg/g",Dospåse,Ispaghulaskal,st,Mage & tarm,20,035169,A06AC01
Bulkmedel sötat med sorbitol,"Vi-Siblin S, Granulat i dospåse 880 mg/g",Dospåse,Ispaghulaskal,st,Mage & tarm,50,035178,A06AC01
Bulkmedel sötat med sorbitol,"Vi-Siblin S, Granulat i dospåse 880 mg/g",Dospåse,Ispaghulaskal,st,Mage & tarm,100,001726,A06AC01
Osmotiskt aktivt medel,"Importal Ex-Lax, Oralt pulver i dospåse 10 g",Dospåse,"Laktitol, vattenfri",st,Mage & tarm,10,003585,A06AD12
Osmotiskt aktivt medel,"Importal Ex-Lax, Oralt pulver i dospåse 10 g",Dospåse,"Laktitol, vattenfri",st,Mage & tarm,20,125849,A06AD12
Osmotiskt aktivt medel,"Importal Ex-Lax, Oralt pulver i dospåse 10 g",Dospåse,"Laktitol, vattenfri",st,Mage & tarm,50,003562,A06AD12
Osmotiskt aktivt medel,"Importal Ex-Lax, Oralt pulver i dospåse 10 g",Dospåse,"Laktitol, vattenfri",st,Mage & tarm,800,370163,A06AD12
Osmotiskt aktivt medel,"Importal Ex-Lax, Oralt pulver i dospåse 10 g",Dospåse,"Laktitol, vattenfri",st,Mage & tarm,100,003601,A06AD12
"Laxantia, osmotiskt aktivt medel","Omnilax, Pulver till oral lösning i dospåse 10 g",Dospåse,Makrogol,st,Mage & tarm,20,091434,A06AD15
"Laxantia, osmotiskt aktivt medel","Omnilax, Pulver till oral lösning i dospåse 10 g",Dospåse,Makrogol,st,Mage & tarm,50,091445,A06AD15
"Laxantia, osmotiskt aktivt medel","Omnilax, Pulver till oral lösning i dospåse 10 g",Dospåse,Makrogol,st,Mage & tarm,100,091456,A06AD15
Sockerfritt bulkmedel,"Lunelax, Granulat i dospåse",Dospåse,Ispaghulaskal,st,Mage & tarm,100,168807,A06AC01
Sockerfritt bulkmedel,"Inolaxol, Oralt pulver i dospåse",Dospåse,Sterkuliagummi,st,Mage & tarm,20,028449,A06AC03
Sockerfritt bulkmedel,"Inolaxol, Oralt pulver i dospåse",Dospåse,Sterkuliagummi,st,Mage & tarm,50,028506,A06AC03
Sockerfritt bulkmedel,"Inolaxol, Oralt pulver i dospåse",Dospåse,Sterkuliagummi,st,Mage & tarm,100,028514,A06AC03
Antimykotikum med brett spektrum,"Loceryl, Medicinskt nagellack 5 %",Flaska,Amorolfin,ml,Händer & fötter,1.25,127577,D01AE16
Antimykotikum med brett spektrum,"Loceryl, Medicinskt nagellack 5 %",Flaska,Amorolfin,ml,Händer & fötter,3,116974,D01AE16
Antimykotikum med brett spektrum,"Loceryl, Medicinskt nagellack 5 %",Flaska,Amorolfin,ml,Händer & fötter,5,049551,D01AE16
"Analgetikum, antipyretikum","Paracetamol Orifarm, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",20,377797,N02BE01
Antiviralt medel,"Zovirax, Kräm 5 %",Behållare med dospump,Aciklovir,g,Mun & tänder,2,017977,D06BB03
Antiviralt medel,"Zovirax, Kräm 5 %",Tub,Aciklovir,g,Mun & tänder,2,017978,D06BB03
Antiflogistikum med analgetisk och antipyretisk verkan,"Ipren, Filmdragerad tablett 400 mg",Blister,Ibuprofen,st,"Förkylning, värk & feber",10,088542,M01AE01
Antiflogistikum med analgetisk och antipyretisk verkan,"Ipren, Filmdragerad tablett 400 mg",Blister,Ibuprofen,st,"Förkylning, värk & feber",30,088534,M01AE01
Antiflogistikum med analgetisk och antipyretisk verkan,"Ipren, Filmdragerad tablett 400 mg",Blister,Ibuprofen,st,"Förkylning, värk & feber",100,463177,M01AE01
Antiseptiskt munvårdsmedel,"Corsodyl, Munhålelösning 2 mg/ml",Flaska,Klorhexidin,ml,Mun & tänder,300,081501,A01AB03
Medel mot migrän och antiflogistikum med analgetisk och antipyretisk effekt.,"Eezeneo, Filmdragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",10,163441,M01AB05
Medel mot migrän och antiflogistikum med analgetisk och antipyretisk effekt.,"Eezeneo, Filmdragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",20,163452,M01AB05
Antiflogistikum med analgetisk och antipyretisk effekt,"Naproxen Mylan, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",10,077260,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Naproxen Mylan, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",20,077269,M01AE02
Medel mot karies,"Fludent Mint, Sugtablett 0,25 mg",Burk,Natriumfluorid,st,Mun & tänder,100,411264,A01AA01
Medel mot karies,"Fludent Mint, Sugtablett 0,25 mg",Burk,Natriumfluorid,st,Mun & tänder,200,022084,A01AA01
Medel mot karies,"Fludent Mint, Sugtablett 0,25 mg",Burk,Natriumfluorid,st,Mun & tänder,540,022133,A01AA01
Medel mot karies,"Fludent Hallon, Sugtablett 0,25 mg",Burk,Natriumfluorid,st,Mun & tänder,200,117263,A01AA01
Medel mot karies,"Fludent Lakrits, Sugtablett 0,25 mg",Burk,Natriumfluorid,st,Mun & tänder,200,030360,A01AA01
Medel mot karies,"Dentan, Sugtablett 0,75 mg",Burk,Natriumfluorid,st,Mun & tänder,100,001398,A01AA01
Medel mot karies,"Dentan, Sugtablett 0,75 mg",Burk,Natriumfluorid,st,Mun & tänder,270,001127,A01AA01
Kalcium + vitamin D3,"Kalcipos-D mite, Filmdragerad tablett 500 mg/200 IE",Burk,"Kalciumkarbonat,Kolekalciferol (vitamin D3)",st,Kost & kosttillskott,60,005082,A12AX
Kalcium + vitamin D3,"Kalcipos-D mite, Filmdragerad tablett 500 mg/200 IE",Burk,"Kalciumkarbonat,Kolekalciferol (vitamin D3)",st,Kost & kosttillskott,120,018395,A12AX
Multivitaminpreparat med tillskott av järn,"Dulcivit comp, Tablett",Burk,"Askorbinsyra,Cyanokobalamin,Järnfumarat,Kolekalciferol (vitamin D3),Nikotinamid,Pyridoxin,Retinol,Riboflavin,Tiamin,dl-alfa-Tokoferylacetat,folsyra, vattenfri",st,Kost & kosttillskott,100,051995,A11AA01
Kalciumpreparat,"Calcitugg, Tuggtablett 500 mg",Burk,Kalciumkarbonat,st,Kost & kosttillskott,100,025783,A12AA04
Vitamin B-komplex,"Beviplex Comp, Filmdragerad tablett",Burk,"Cyanokobalamin,Nikotinamid,Pyridoxin,Riboflavin,Tiamin,folsyra, vattenfri,pantotensyra",st,Kost & kosttillskott,100,128406,A11EA
Vitamin B-komplex,"Beviplex Comp, Filmdragerad tablett",Burk,"Cyanokobalamin,Nikotinamid,Pyridoxin,Riboflavin,Tiamin,folsyra, vattenfri,pantotensyra",st,Kost & kosttillskott,250,128417,A11EA
Kalcium och D-vitaminpreparat,"Calcichew-D3 Mite Citron, Tuggtablett 500 mg/200 IE",Burk,"Kalciumkarbonat,Kolekalciferol (vitamin D3)",st,Kost & kosttillskott,90,007715,A12AX
Vitamin C,"Ido-C, Tuggtablett 1 g",Burk,Askorbinsyra,st,Kost & kosttillskott,50,533752,A11GA01
Vitamin C,"Ido-C, Tuggtablett 1 g",Burk,Askorbinsyra,st,Kost & kosttillskott,100,533760,A11GA01
B-komplex i höga koncentrationer samt vitamin C,"Oralovite, Filmdragerad tablett",Burk,"Askorbinsyra,Nikotinamid,Pyridoxin,Riboflavin,Tiamin",st,Kost & kosttillskott,100,051953,A11EB
B-komplex i höga koncentrationer samt vitamin C,"Oralovite, Filmdragerad tablett",Burk,"Askorbinsyra,Nikotinamid,Pyridoxin,Riboflavin,Tiamin",st,Kost & kosttillskott,250,022525,A11EB
Kalciumpreparat,"Kalcidon, Tuggtablett 250 mg",Burk,Kalciumkarbonat,st,Kost & kosttillskott,100,533844,A12AA04
Kalciumpreparat,"Kalcidon, Tuggtablett 250 mg",Burk,Kalciumkarbonat,st,Kost & kosttillskott,250,533927,A12AA04
Kalciumpreparat,"Calcitugg, Tuggtablett 1 g",Burk,Kalciumkarbonat,st,Kost & kosttillskott,60,008652,A12AA04
Vitamin B6,"Pyridoxin Meda, Tablett 40 mg",Burk,Pyridoxin,st,Kost & kosttillskott,100,128496,A11HA02
Vitamin C,"Ido-C, Tuggtablett 0,5 g",Burk,Askorbinsyra,st,Kost & kosttillskott,100,005173,A11GA01
Vitamin C,"Ido-C, Tuggtablett 0,5 g",Burk,Askorbinsyra,st,Kost & kosttillskott,200,147751,A11GA01
Mukolytika,"Bisolvon, Oral lösning 0,8 mg/ml",Flaska,Bromhexin,ml,Barn & baby,125,414367,R05CB02
Mukolytika,"Bisolvon, Oral lösning 0,8 mg/ml",Flaska,Bromhexin,ml,Barn & baby,250,414375,R05CB02
Avsvällande nässpray,"Otrivin utan konserveringsmedel, Nässpray, lösning 0,5 mg/ml",Flaska,Xylometazolin,ml,Barn & baby,10,005336,R01AA07
"Analgetikum, antipyretikum","Alvedon, Suppositorium 250 mg",Strip,Paracetamol,st,Barn & baby,10,445775,N02BE01
"Analgetikum, antipyretikum","Alvedon, Munsönderfallande tablett 250 mg",Blister,Paracetamol,st,Barn & baby,12,007487,N02BE01
Antihistamin H1-antagonist,"Clarityn, Sirap 1 mg/ml",Flaska,Loratadin,ml,Allergi,100,016431,R06AX13
Hostmedel,"Theracough, Oral lösning 20 mg/ml",Flaska,Guaifenesin,ml,Barn & baby,200,409029,R05CA03
Mukolytika,"Bisolvon, Oral lösning 1,6 mg/ml",Flaska,Bromhexin,ml,Barn & baby,100,015975,R05CB02
Mukolytika,"Bisolvon, Oral lösning 1,6 mg/ml",Flaska,Bromhexin,ml,Barn & baby,125,015943,R05CB02
Mukolytika,"Bisolvon, Oral lösning 1,6 mg/ml",Flaska,Bromhexin,ml,Barn & baby,250,015897,R05CB02
Mukolytika,"Bisolvon Jordgubb, Oral lösning 0,8 mg/ml",Flaska,Bromhexin,ml,Barn & baby,125,092165,R05CB02
"Analgetikum, antipyretikum","Panodil, Suppositorium 250 mg",Strip,Paracetamol,st,Barn & baby,10,163253,N02BE01
"Analgetikum, antipyretikum","Panodil, Suppositorium 60 mg",Strip,Paracetamol,st,Barn & baby,10,523233,N02BE01
Antiflogistikum med analgetisk och antipyretisk verkan,"Ipren, Oral suspension 20 mg/ml",Flaska,Ibuprofen,ml,Barn & baby,100,015664,M01AE01
Vid hemorrojder och fissurer,"Xyloproct, Suppositorium",Strip,"Hydrokortison,Lidokain",st,"Intim, underliv & sex",10,059501,C05AA01
Vid hemorrojder och fissurer,"Xyloproct, Suppositorium",Strip,"Hydrokortison,Lidokain",st,"Intim, underliv & sex",50,059774,C05AA01
"Antimykotika för systemiskt bruk, triazolderivat","Solona, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",1,059413,J02AC01
"Antimykotika för systemiskt bruk, triazolderivat","Solona, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",1,085236,J02AC01
"Antimykotika för systemiskt bruk, triazolderivat","Solona, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",4,125416,J02AC01
"Antimykotika för systemiskt bruk, triazolderivat","Solona, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",6,499997,J02AC01
Antimyotika (triazolklass) för systemisk användning.,"Fluconazol HEXAL, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",4,149772,J02AC01
Antimyotika (triazolklass) för systemisk användning.,"Fluconazol HEXAL, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",6,149783,J02AC01
Antimykotikum för systemiskt bruk,"Diflucan, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",1,446930,J02AC01
Antimykotikum för systemiskt bruk,"Diflucan, Kapsel, hård 150 mg",Blister,Flukonazol,st,"Intim, underliv & sex",6,428128,J02AC01
Östrogen - lokal effekt,"Vagifem, Vaginaltablett 10 mikrog",Blister,Estradiol,st,"Intim, underliv & sex",18,392459,G03CA03
Östrogen - lokal effekt,"Vagifem, Vaginaltablett 10 mikrog",Blister,Estradiol,st,"Intim, underliv & sex",24,085656,G03CA03
"Hemorroidalmedel, kortikosteroid, mild","Scheriproct, Rektalsalva 0,19 %/0,5 %",Tub,"Cinkokain,Prednisolonkaproat",g,"Intim, underliv & sex",30,082666,C05AA04
Urologiska medel.,"Sabamin, Kapsel, mjuk",Burk,"Serenoa repens (sågpalmetto) frukt, extrakt (9-12:1) etanol ...",st,"Intim, underliv & sex",30,097813,G04CX02
Urologiska medel.,"Sabamin, Kapsel, mjuk",Burk,"Serenoa repens (sågpalmetto) frukt, extrakt (9-12:1) etanol ...",st,"Intim, underliv & sex",90,481867,G04CX02
Antimykotikum med brett spektrum,"Canesten, Vaginaltablett 500 mg",Blister,Klotrimazol,st,"Intim, underliv & sex",1,065332,G01AF02
Vid hemorrojder och fissurer,"Xyloproct, Rektalsalva",Tub,"Hydrokortison,Lidokain",g,"Intim, underliv & sex",20,059493,C05AA01
"Könshormoner och modulatorer av det genitala systemet, akuta preventivmedel","ellaOne, Tablett 30 mg",Blister,Ulipristalacetat ,st,"Intim, underliv & sex",1,026926,G03AD02
"Könshormoner och modulatorer av det genitala systemet, akuta preventivmedel","ellaOne, Tablett 30 mg",Blister,Ulipristalacetat ,st,"Intim, underliv & sex",1,431093,G03AD02
"Könshormoner och modulatorer av det genitala systemet, akuta preventivmedel","ellaOne, Tablett 30 mg",Blister,Ulipristalacetat ,st,"Intim, underliv & sex",1,394867,G03AD02
"Könshormoner och modulatorer av det genitala systemet, akuta preventivmedel","ellaOne, Tablett 30 mg",Blister,Ulipristalacetat ,st,"Intim, underliv & sex",1,571210,G03AD02
Alkaliserande medel,"Natriumbikarbonat Meda, Tablett 1 g",Burk,Natriumvätekarbonat,st,Mage & tarm,100,129668,A02AH
"Könshormoner och modulatorer av det genitala systemet, akuta preventivmedel","ellaOne, Tablett 30 mg",Blister,Ulipristalacetat ,st,"Intim, underliv & sex",1,452457,G03AD02
Antacida med natriumbikarbonat,"Samarin, Pulver till oral lösning i dospåse",Dospåse,Natriumvätekarbonat,st,Mage & tarm,6,177138,A02AH
Antacida med natriumbikarbonat,"Samarin, Pulver till oral lösning i dospåse",Dospåse,Natriumvätekarbonat,st,Mage & tarm,18,104238,A02AH
Antacida med natriumbikarbonat,"Samarin, Pulver till oral lösning i dospåse",Dospåse,Natriumvätekarbonat,st,Mage & tarm,36,120852,A02AH
Sockerfritt bulkmedel,"Inolaxol, Granulat i dospåse",Dospåse,Sterkuliagummi,st,Mage & tarm,50,033019,A06AC03
Sockerfritt bulkmedel,"Inolaxol, Granulat i dospåse",Dospåse,Sterkuliagummi,st,Mage & tarm,200,445213,A06AC03
Osmotiskt aktivt laxativ,"Forlax, Pulver till oral lösning i dospåse 10 g",Dospåse,Makrogol,st,Mage & tarm,20,563841,A06AD15
Osmotiskt aktivt laxativ,"Forlax, Pulver till oral lösning i dospåse 10 g",Dospåse,Makrogol,st,Mage & tarm,50,013287,A06AD15
Osmotiskt aktivt laxativ,"Forlax, Pulver till oral lösning i dospåse 10 g",Dospåse,Makrogol,st,Mage & tarm,100,013298,A06AD15
Digestionsmedel,"Creon 10000, Enterokapsel, hård",Burk,"Pankreasenzymer (amylas, lipas, proteas)",st,Mage & tarm,100,073224,A09AA02
Digestionsmedel,"Creon 10000, Enterokapsel, hård",Burk,"Pankreasenzymer (amylas, lipas, proteas)",st,Mage & tarm,250,064005,A09AA02
Digestionsmedel,"Creon 25000, Enterokapsel, hård",Burk,"Pankreasenzymer (amylas, lipas, proteas)",st,Mage & tarm,100,073805,A09AA02
Kontaktlaxativ,"Dulcolax, Suppositorium 10 mg",Blister,Bisakodyl,st,Mage & tarm,6,021428,A06AB02
Kontaktlaxativ,"Dulcolax, Suppositorium 10 mg",Blister,Bisakodyl,st,Mage & tarm,50,021436,A06AB02
Tarmirriterande medel,"Pursennid Ex-Lax, Dragerad tablett 12 mg",Blister,Sennosider (Cassia senna) ,st,Mage & tarm,20,003597,A06AB06
Tarmreglerande medel,"Laktulos Meda, Oral lösning 670 mg/ml",Flaska,laktulos,ml,Mage & tarm,200,107326,A06AD11
Tarmreglerande medel,"Laktulos Meda, Oral lösning 670 mg/ml",Flaska,laktulos,ml,Mage & tarm,500,107318,A06AD11
Tarmreglerande medel,"Laktulos Meda, Oral lösning 670 mg/ml",Flaska,laktulos,ml,Mage & tarm,1000,107300,A06AD11
Tarmreglerande medel,"Laktulos Meda, Oral lösning 670 mg/ml","Dunk, säck",laktulos,ml,Mage & tarm,5000,009084,A06AD11
"Laxantia, tarmirriterande medel","Cilaxoral, Orala droppar, lösning 7,5 mg/ml",Flaska,Natriumpikosulfatmonohydrat,ml,Mage & tarm,30,002947,A06AB08
Antihistamin med antiemetisk effekt,"Postafen, Tablett 25 mg",Blister,Meklozin,st,Mage & tarm,10,165787,R06AE05
Antihistamin med antiemetisk effekt,"Postafen, Tablett 25 mg",Blister,Meklozin,st,Mage & tarm,100,079114,R06AE05
Protonpumpshämmare,"Omeprazol Sandoz, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,14,510136,A02BC01
Protonpumpshämmare,"Omeprazol Sandoz, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,28,109472,A02BC01
Protonpumpshämmare,"Omeprazol Sandoz, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,56,462789,A02BC01
Protonpumpshämmare,"Omeprazol Sandoz, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,100,122446,A02BC01
Protonpumpshämmare,"Omeprazol Sandoz, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,105,085526,A02BC01
Protonpumpshämmare,"Omeprazol Sandoz, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,250,196504,A02BC01
Propulsionsdämpande medel,"Dimor, Filmdragerad tablett 2 mg",Blister,Loperamid,st,Mage & tarm,40,399717,A07DA03
Propulsionsdämpande medel,"Dimor, Filmdragerad tablett 2 mg",Blister,Loperamid,st,Mage & tarm,100,399725,A07DA03
Propulsionsdämpande medel,"Dimor, Filmdragerad tablett 2 mg",Blister,Loperamid,st,Mage & tarm,16,399709,A07DA03
Propulsionsdämpande medel,"Dimor, Filmdragerad tablett 2 mg",Burk,Loperamid,st,Mage & tarm,500,025190,A07DA03
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk","Ipren, Gel 5 %",Tub,Ibuprofen,g,"Förkylning, värk & feber",50,014963,M02AA13
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk","Ipren, Gel 5 %",Tub,Ibuprofen,g,"Förkylning, värk & feber",100,014849,M02AA13
Medel vid nikotinberoende,"NiQuitin, Komprimerad sugtablett 4 mg",Burk,Nikotin,st,Motion & hälsa,20,046588,N07BA01
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk.","Voltaren, Gel 23,2 mg/g",Tub,Diklofenak,g,"Förkylning, värk & feber",50,475984,M02AA15
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk.","Voltaren, Gel 23,2 mg/g",Tub,Diklofenak,g,"Förkylning, värk & feber",100,533022,M02AA15
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk.","Voltaren, Gel 23,2 mg/g",Tub,Diklofenak,g,"Förkylning, värk & feber",150,391278,M02AA15
Läkemedel som används vid nikotinberoende,"Nikotin Mint Apofri, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,96,092391,N07BA01
Läkemedel som används vid nikotinberoende,"Nikotin Mint Apofri, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,204,405463,N07BA01
Läkemedel som används vid nikotinberoende,"Nikotin Mint Apofri, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,193871,N07BA01
Läkemedel som används vid nikotinberoende,"Nikotin Mint Apofri, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,148234,N07BA01
Läkemedel som används vid nikotinberoende,"Nikotin Frukt Apofri, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,96,483426,N07BA01
Läkemedel som används vid nikotinberoende,"Nikotin Frukt Apofri, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,204,120623,N07BA01
Järnpreparat i form av lösning,"Niferex, Orala droppar, lösning 30 mg/ml",Flaska,Ferroglycinsulfat,ml,Kost & kosttillskott,30,024830,B03AA01
Antiflogistikum med analgetisk och antipyretisk effekt,"Pronaxen, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",98,071761,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Pronaxen, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",10,085087,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Pronaxen, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",20,085096,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Pronaxen, Tablett 250 mg",Burk,Naproxen,st,"Förkylning, värk & feber",25,197418,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Pronaxen, Tablett 250 mg",Burk,Naproxen,st,"Förkylning, värk & feber",100,197517,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Naproxen Orifarm, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",10,422271,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Naproxen Orifarm, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",20,130616,M01AE02
Antiflogistikum med analgetisk och antipyretisk effekt,"Naproxen Orifarm, Tablett 250 mg",Blister,Naproxen,st,"Förkylning, värk & feber",100,051269,M01AE02
Övriga urologiska medel,"Uvicur, Dragerad tablett",Blister,Arctostaphylos uva-ursi (mjölon) torkat blad; torrt extrakt ...,st,Kost & kosttillskott,30,523124,G04BX
Antiflogistikum med analgetisk och antipyretisk effekt,"Pronaxen, Tablett 250 mg",Burk,Naproxen,st,"Förkylning, värk & feber",200,444703,M01AE02
Vitamin E,"E-vimin, Kapsel, mjuk 100 mg",Burk,dl-alfa-Tokoferylacetat,st,Kost & kosttillskott,50,080663,A11HA03
Vitamin E,"E-vimin, Kapsel, mjuk 100 mg",Burk,dl-alfa-Tokoferylacetat,st,Kost & kosttillskott,100,024208,A11HA03
Vitamin E,"E-vimin, Kapsel, mjuk 100 mg",Burk,dl-alfa-Tokoferylacetat,st,Kost & kosttillskott,250,406744,A11HA03
Lättlösliga kalciumsalter,"Calcium-Sandoz, Brustablett 500 mg",Burk,"Kalciumglukonat, -laktat,Kalciumkarbonat",st,Kost & kosttillskott,20,193821,A12AA06
Lättlösliga kalciumsalter,"Calcium-Sandoz, Brustablett 500 mg",Burk,"Kalciumglukonat, -laktat,Kalciumkarbonat",st,Kost & kosttillskott,100,193813,A12AA06
Polyvalent B-vitaminpreparat med hög vitaminhalt,"Beviplex forte, Filmdragerad tablett",Burk,"Nikotinamid,Pyridoxin,Riboflavin,Tiamin",st,Kost & kosttillskott,100,018150,A11EA
